Title,Decisions,links,source,title,body
Verizon appoints Christopher Formant to head enterprise business,neutral,https://m.economictimes.com/verizon-appoints-christopher-formant-to-head-enterprise-business/articleshow/34049709.cms,m.economictimes.com,Verizon appoints Christopher Formant to head enterprise business,"NEW DELHI: Global telecom major Verizon has named Christopher Formant as President of Verizon Enterprise Solutions. 

 In his role, Formant will be responsible for delivering business solutions to Verizon's global enterprise clients in key industries like healthcare and insurance, financial services, technology, manufacturing and distribution, Verizon said in a statement. 

 He will lead a team driving sales, operations and marketing of the company's strategic solutions in intelligent networking, dynamic cloud, mobile workforce, connected machines, security and professional service engagements. 

 Formant joins Verizon from Avaya. In addition to his leadership roles at Avaya, Formant has held executive positions at PricewaterhouseCoopers and MBNA, as well as serving as adviser/investor to early-stage technology companies. 
"
"Amidst commodity boom, vanilla remains plain vanilla",neutral,https://m.economictimes.com/markets/commodities/amidst-commodity-boom-vanilla-remains-plain-vanilla/articleshow/6092370.cms,m.economictimes.com,"Amidst commodity boom, vanilla remains plain vanilla","
  THIRUVANANTHAPURAM: In Kerala's commodity-rich high ranges, swanky automobiles compete for attention with palatial homes, thanks to a sustained commodity price boom. It isn't easy to spot a gloomy face, but look a little deeper and there are the vanilla farmers, who seem to be the odd ones out when the whole region is ecstatic.
  
  Their heartbreak is entirely owed to the collapse of the commodity's price. Raw vanilla prices - that had once ruled at unbelievable levels of Rs 3,000-3,500 per kg, making a few growers millionaires overnight and prompting hundreds of others to take to growing the climber - are now ruling at an equally incredulous rate of Rs 40 per kg.
  
  Some blame it on misleading production figures emanating from Madagascar, the leading producer of the spice, while others say that it is the competition from synthetic vanilla that is keeping natural vanilla prices at such rock bottom levels.
  
  Says John P John, CEO of Kottayam-based Tharakan & Co: ""Many commercial users of vanilla, like ice cream makers, use synthetic vanilla, and several of those users who have once enjoyed the price difference, refuse to return to using natural vanilla. The result has been a sustained slide in vanilla prices, despite a fall in production"".
  
  He says production in the just-concluded season for the whole country was estimated at 60 tonnes, as against about 150 tonnes in the previous year. Despite the steep year-on-year fall in production of raw vanilla beans, the price this year was lackluster, fluctuating from Rs 100 per kg to Rs 40 per kg.
  
  The mood is equally subdued in the villages of Karnataka where vanilla plantations once thrived. According to Ravi Bhat, a vanilla farmer in Uttar Kannada district, the export-oriented nature of the commodity, its demand dependency on the US market, and the infections affecting the vanilla plants have all contributed to the decline in vanilla's fortunes.
  
  ""As against some 4,000-5,000 farmers who grew vanilla some six years ago in the Sirsi region, there are only some 500 sticking to the crop. The present prices are unsustainable for the farmers"", says Bhat. Farmers say they are not just competing with leading producers like Madagascar, Indonesia, Mexico, Uganda and Papua New Guinea, but struggling with different plant infections as well.
  
  The mood is summed up by John P John, who says growers may even stop cultivating the crop. ""The way it is going, vanilla cultivation may disappear in India within a few years"", says John. That is, if infections affecting the plant and the inability of farmers to even maintain their farms with the existing price realizations, do not put a natural end to the crop before that.
 "
Promoters raise stake to 46.72 pc in Unitech,neutral,https://m.economictimes.com/articleshow/6063685.cms?prtpage=1,m.economictimes.com,Promoters raise stake to 46.72 pc in Unitech,"
  NEW DELHI: The country's second largest realty firm, Unitech said its promoters have increased their stake in the company by 0.42 percentage points to 46.72 per cent by converting warrants worth Rs 76.44 crore.
  
  ""The committee of directors of the company in its meeting held on June 18, 2010, has allotted 2,00,00,000 equity shares of Rs 2 each at a premium of Rs 48.75 per share to Harsil Projects Pvt Ltd, a promoter group company,"" Unitech said in a statement.
  
  The promoters have paid Rs 76.44 crore for the conversion of two crore warrants, it added.
  
  ""The promoters' shareholding in the company after such allotment on conversion of warrants has increased to 46.72 per cent from 46.30 per cent,"" Unitech said.
  
  Early this month, the company had announced that its promoters had increased their stake to 46.30 per cent from 45 per cent by converting warrants worth Rs 224.78 crore.
  
  In March also, the promoters had raised their stake to 45 per cent from 43.84 per cent by converting five crore warrants for Rs 190 crore.
  
  Last year in June, the company had issued 22.75 crore warrants convertible into equal number of equity shares at Rs 50.75 per share.
  
  These warrants are convertible into equity shares at the aforesaid price within a period of 18 months, which is on or before December 28, 2010.
  
  After this latest round of conversion, 9,84,43,219 warrants are remained to be converted.
  
  Unitech shares closed 0.36 per cent higher at Rs 70.50 a piece on the Bombay Stock Exchange.
  
 "
TV Today Q2 profit at Rs 12.83 crore,neutral,https://m.economictimes.com/markets/stocks/earnings/tv-today-q2-profit-at-rs-12-83-crore/articleshow/25385970.cms,m.economictimes.com,TV Today Q2 profit at Rs 12.83 crore,"NEW DELHI: TV Today Network today reported a standalone net profit of Rs 12.83 crore for the second quarter ended September 30. 

 The company had posted net loss of Rs 9.15 crore during the same period of the previous fiscal, TV Today Network said in a filing to the BSE. 

 TV Today Network's net sales rose by 35.94 per cent to Rs 91.45 crore in the July-September quarter from Rs 67.27 crore a year earlier. 

 Revenue from TV broadcasting increased by 35.50 per cent to Rs 87.62 crore this quarter from Rs 64.66 crore in the same quarter in the previous year. 

 TV Today's revenue from FM radio broadcasting increased by 53.96 per cent to Rs 4.08 crore from Rs 2.65 crore in second quarter of last year. 

 The company's shares closed at Rs 108.65 on the BSE, down 2.86 per cent from their previous close. 

 

 
"
Adi Rajaram appointed TNIIC chairman,neutral,https://m.economictimes.com/adi-rajaram-appointed-tniic-chairman/articleshow/31124916.cms,m.economictimes.com,Adi Rajaram appointed TNIIC chairman,"CHENNAI: The state government tonight appointed Adi Rajaram as chairman of Tamil Nadu Industrial Investment Corporation (TNIIC). 

 He would be chairman for a one year period from the date of posting, an official release said. 

 The orders specifying the terms and conditions of appointment would be issued by the industries department, it said. 
"
4200 is key level for Titan: Ashwani Gujral,neutral,https://m.economictimes.com/markets/stocks/recos/4200-is-key-level-for-titan-ashwani-gujral/articleshow/8267251.cms,m.economictimes.com,4200 is key level for Titan: Ashwani Gujral,"
  Ashwani Gujral, Chief Market Strategist, ashwanigujral.com, in an interview with ET Now talks about Titan
  
  
  What is the call on Titan?
  
  Titan is finding great difficulty in crossing levels of Rs 4200 and chances are that if it does not cross these levels in a hurry, then it could have a fairly sharp decline but for that, it will need to break down below Rs 3850. So, 4200 is a key level. Below that it remains a bit weak.
  
 "
Kapil Kapoor is global COO of Timex Group,neutral,https://m.economictimes.com/kapil-kapoor-is-global-coo-of-timex-group/articleshow/5486108.cms,m.economictimes.com,Kapil Kapoor is global COO of Timex Group,"NEW DELHI: In yet another acknowledgement of Indian talent, US watch company Timex Group USA has announced the elevation of Kapil Kapoor as the global COO from his current role as senior vice-president, Asia Pacific. Mr Kapoor’s appointment takes him to the No. 1 position in the company, which currently does not have a CEO. Hans-Kristian Hoegsgaard, global CEO and president of the group, resigned in October 2009. Prior to joining the Timex Group India board (TGIL) in January 2009 as VC, Mr Kapoor was the MD of TGIL (formerly known as Timex Watches) since October 2000. He is credited with leading the turnaround of the Indian operations and developing a strategy for Asia, including the setting up of a Chinese subsidiary. “I am delighted and humbled by the confidence the company has shown in me,” Mr Kapoor said.Since Indra Nooyi took over as the CFO and later CEO of PepsiCo, many Indians have made it to the top in the global operations of large multinational firms. From Vikram Pandit of Citibank and Arun Sarin of Vodafone to Adobe’s Shantanu Narayen, Indians have time and again proved that they are head-and-shoulders above others.Mr Kapoor began his career 23 years ago with Nestle and moved on to Bausch & Lomb, where he was part of the start-up team that launched Ray Ban sunglasses and the Bausch & Lomb vision care range in India.He went on to manage the overseas marketing territories of Russia, Ukraine and East Africa in addition to the Saarc region and then lived in Thailand for five years, running the company’s South-East Asia operations. An MBA from IIM Ahmedabad, Mr Kapoor holds a bachelor’s degree in economics from Delhi University. He is also an alumnus of the Ashridge Management School in the UK."
TIL Limited can open-up for Rs 900-1200: Ventura,neutral,https://economictimes.indiatimes.com/topic/til-limited,economictimes.indiatimes.com,HOLAXD,HOLAXD
Thejo Engineering announces 1:1 maiden bonus,neutral,https://economictimes.indiatimes.com/markets/stocks/news/thejo-engineering-announces-11-maiden-bonus/articleshow/21106716.cms,economictimes.indiatimes.com,Thejo Engineering announces 1:1 maiden bonus,"MUMBAI: The first company to get listed on the Emerge platform of NSE, Thejo Engineering Ltd, has announced the issue of fully paid bonus shares in the ratio of 1:1, subject to the approval of the company's members. 

 The company's board of directors recommended capitalisation of amount lying in securities premium to an extent of an amount not exceeding Rs 1.71 crore (Rs 1,71,67,760), a company statement said. 

 The company also declared a maiden dividend of 50 per cent (Rs 5 per share) for the first year of going public. 

 Thejo Engineering, the provider of comprehensive solutions to maintenance needs of bulk material handling equipment, earned an operating income of Rs 133 crore for the year ended March 2013, registering a growth of 16 percent over the previous year. 

 Net profit from operations, excluding exceptional item, showed 44 per cent increase to Rs 14.38 crore. Post-tax, profit stood at Rs 9.75 crore yielding an EPS of over Rs 65. 

 ""We have a strong brand as provider of comprehensive solutions to meet maintenance needs in the industry and we are making further efforts to enhance our capabilities further to meet growing needs of the industry,"" Thejo Engineering managing director V A George said. 
"
Neutral on telecom: Ramanathan K,neutral,https://m.economictimes.com/markets/stocks/recos/neutral-on-telecom-ramanathan-k/articleshow/11081761.cms,m.economictimes.com,Neutral on telecom: Ramanathan K,"
  Ramanathan K, CIO, ING Investment Management India, talks to ET Now on telecom stocks.
  
   
  
  Do you think these problems are confined to Bharti alone of late by virtue of the foreign currency debt that they have or you are bearish on the telecom space in general as well?
   
  I would not like to comment on a specific stock, I am not allowed to do it but on the sector, we are neutral. Yes, you have regulatory compulsions in terms of the fresh guidelines, which are yet to be formally announced while there have been some information, which has been published in the media. 
  
  Out of the two incremental information, which has come the 8% license fee I do not think so is a major issue but what is an issue is the charging for the extra spectrum, which could impact especially smaller telecom stocks not necessarily Bharti Airtel, so we would use this as an opportunity to increase or overweight the telecom sector rather than sell at current levels because we have seen such volatility during the 3G auction also. 
  
  There were a lot of comments on the auction bids being irrational and so on and so forth and the telecom sector got beaten down quite a lot after that but since then it has been one of the best performing sectors, so we believe that these are opportunities to overweight this sector from a portfolio perspective rather than selling at current levels or going underweight.
 "
Tata Motors appoints Gajendra Chandel as CHRO,neutral,https://m.economictimes.com/tata-motors-appoints-gajendra-chandel-as-chro/articleshow/33589874.cms,m.economictimes.com,Tata Motors appoints Gajendra Chandel as CHRO,"Indian automobile major Tata Motors has appointed Gajendra Chandel, as its chief human resource officer (CHRO). Chandel will take over from Prabir Jha, who left the firm in November to become president and group CHRO of Reliance Industries. A Tata Motors official confirmed the appointment to ET over the telephone.
 
 Chandel’s appointment to head human resources of the 60,000 strong manpower group is a case of group internal transfer for the Tata conglomerate. He held the post of president, HR at Tata AutoComp Systems. Chandel joined Tata AutoComp Systems in 2005 and before that worked with Siemens and his final posting with the company was that of general manager and group head-shared services.
 
 Tata Motors is going through a reorganisation where chairman Cyrus Mistry is tightening all loose ends. According to an ET story published on April 10, the leadership unit at Tata Motors has been reduced from a 12 member unit reporting to the late CEO Karl Slym to a 5 member team reporting to Mistry. The five are engineering and research president Tim Leverton, commercial vehicles ED R Pisharody, passenger vehicles president Ranjit Yadav, director-quality Satish Borwankar and CFO C Ramakrishnan.
 
 
"
Kalyanasundaram resigns as Independent Director of Tata Communications,neutral,https://m.economictimes.com/kalyanasundaram-resigns-as-independent-director-of-tata-communications/articleshow/8529725.cms,m.economictimes.com,Kalyanasundaram resigns as Independent Director of Tata Communications,"
  MUMBAI: Private telecom service provider Tata Communications today said P V Kalyanasundaram has resigned as an independent director from the board of the company.
  
  The resignation will be with effect from May 20, 2011, Tata Communications said in a filing to the Bombay Stock Exchange.
 "
Talwalkars can retest 133-140 levels: Ashwani Gujral,neutral,https://economictimes.indiatimes.com/topic/133/news/8,economictimes.indiatimes.com,HOLAXD,HOLAXD
Sunteck Realty: Building a solid foundation,neutral,https://m.economictimes.com/markets/stocks/news/sunteck-realty-building-a-solid-foundation/articleshow/36324527.cms,m.economictimes.com,Sunteck Realty: Building a solid foundation,"A recent Morgan Stanley note on Mumbai realtors to its clients shows that Sunteck Realty is the cheapest stock amongst its peers. The company's stock is available at a 60 per cent discount to its gross March 2015 NAV compared to 18-47 per cent discount in other companies. 

 The net asset value is the discounted value of the cash flows from the future projects at a certain rate (14-15 per cent usually). The report looked at developers with strong balance sheets and high cash-flow visibility and does not include players such as DB realty and HDIL. It said Sunteck's stock is the cheapest, while shares of Godrej Properties and Oberoi Realty are the most expensive in the March 2014 quarter. 

 ""We follow project completion method of accounting and, hence, we did not report any profit from our ongoing projects earlier,"" said Kamal Khaitan, chairman of Sunteck to ET. ""But from this year onwards, we will have at least 3-4 projects completing every year which will ensure 25-30 per cent growth in our earnings over the next few years.""
 
 
 
"
Sugar closes steady on sporadic buying,neutral,https://m.economictimes.com/markets/commodities/sugar-closes-steady-on-sporadic-buying/articleshow/29498784.cms,m.economictimes.com,Sugar closes steady on sporadic buying,"NEW DELHI: Sugar prices settled on a quiet note in the wholesale sugar market at the national capital today on scattered buying support. 

 Marketmen said limited buying support and restricted supply mainly held prices unaltered. 

 The following are today's quotations per quintal: Sugar ready: M-30 Rs 2,920-3,180, S-30 Rs 2,910-3,170. Mill delivery: M-30 Rs 2,770-3,040; S-30 Rs 2,760-3,030. Sugar mill gate (including duty): Mawana 2845, Kinnoni 3,040, Asmoli 3,020, Dorala 2835, Budhana 2845, Thanabhavan 2840, Dhanora 2835, Simbholi 3,035, Modi Nagar Rs 2,820, Khatuli 3,025, Dhampur 2,820, Ramala 2,800, Bulandshar 2,815, Anupshar 2,770, Baghpat 2,810, Morna 2,800, Sakoti 2,820, Chandpur 2,805, Amroha N.T. and Nazibabad 2,790. 
"
Sugar ends steady in thin trade,neutral,https://m.economictimes.com/markets/commodities/sugar-ends-steady-in-thin-trade/articleshow/35066026.cms,m.economictimes.com,Sugar ends steady in thin trade,"NEW DELHI: In thin trading, sugar prices closed steady in the national capital today on scattered demand from retailers and bulk consumers. 

 Marketmen said absence of necessary buying support from retailers and bulk consumers, mainly kept sugar prices unchanged at previous levels. 
"
Sugar ends quiet amid sufficient stock positions,neutral,https://m.economictimes.com/markets/commodities/sugar-ends-quiet-amid-sufficient-stock-positions/articleshow/49960818.cms,m.economictimes.com,Sugar ends quiet amid sufficient stock positions,"NEW DELHI: In restricted activity, sugar prices settled steady at the wholesale market in the national capital today. 

 Marketmen said scattered demand against sufficient stocks position on increased supplies by mills, mainly kept sugar prices steady. 

 
Following are today's quotations (in Rs per quintal) 

 
Sugar retail markets - Rs 28.00-34.00 per kg. 

 
Sugar ready: M-30 Rs 2,750-2,990, S-30 Rs 2,740-2,980. 

 
Mill delivery: M-30 Rs 2,610-2,820, S-30 Rs 2,600-2,810. 

 Sugar millgate (including duty): Mawana Rs Not Quoted, Kinnoni Rs 2,820, Asmoli Rs 2,800, Dorala Rs 2,670, Budhana Rs 2,655, Thanabhavan Rs 2,700, Dhanora Rs 2,680, Simbholi Rs 2,860, Khatuli Rs 2,800, Dhampur 2,600, Ramala Rs 2,600, Bulandshaher Rs N.Q, Anupshaher Rs 2,640, Baghpat Rs 2,670, Morna Rs 2,670, Sakoti Rs 2,680, Chandpur Rs N.Q, Nazibabad Rs 2,650 and Malakpur NQ. 
"
India produces 14.3 million tonne sugar till mid-February,neutral,https://m.economictimes.com/markets/commodities/india-produces-14-3-million-tonne-sugar-till-mid-february/articleshow/30617210.cms,m.economictimes.com,India produces 14.3 million tonne sugar till mid-February,"PUNE: The 2013-14 season sugar production of India upto February 15, 2014 is 143.7 lakh tonnes. It was 165.88 lakh tonnes during last year, same time. The gap in sugar production over last year, during same corresponding period, has narrowed down to 13% on February 15 , from about 16% a fortnight back i.e. upto January 31, said a release from industry body Indian Sugar Mills Association (ISMA).
 
 About 485 sugar mills are operational across the country on February 15 , 2014 as against 500 mills last year during same corresponding period.
 
 In Maharashtra, 147 mills have crushed about 454 lakh tonnes of sugarcane to produce about 49.80 lakh tonnes of sugar with 10.96% recovery, while last year when almost same quantum of sugarcane was crushed, average sugar recovery was 10.85%. However, to-date comparison of recoveries over last year same time, looks low, as mills have started crushing about two weeks late. Till February 15, 2014, about 10 mills (four in Aurangabad zone ; four in Pune zone; one on Ahmednagar and one in Nanded) have closed in comparison to 8 mills during same corresponding period last year.
 
 Uttar Pradesh has produced about 35.7 lakh tonnes , which is about 18% less than, i.e. 43.61 lakh tonnes of sugar produced last year, during same period,. Total 119 mills are crushing sugarcane, as against 121 mills last year. Reported yields per hectare across Uttar Pradesh have been lower by about 6-7% as compared to last year. Till date, sugar recovery is 8.91%, which is higher last year's 8.85%, if same quantum of sugarcane crush is considered. Till January 31, 2014, UP has crushed about 400 lac tons of sugarcane.
 
 Karnataka has produced 27 lakh tonnes of sugar which is about 4% less than last year same time. Andhra Pradesh /TN / Gujarat have produced 6.60 lakh tonnes, 4.50 lakh tonnes and 7.50 lakh tonnesof sugar respectively till February 15, 2014 .
 
 Sugarcane payment dues of farmers have crossed Rs 12,000 crore for the country as a whole. Out of this, Rs 8000 crore pertains to Uttar Pradesh and Rs 3000 crore for Karnataka alone as on date. 
"
Steel prices end steady in thin trade,neutral,https://m.economictimes.com/markets/commodities/steel-prices-end-steady-in-thin-trade/articleshow/47161204.cms,m.economictimes.com,Steel prices end steady in thin trade,"NEW DELHI: Steady conditions were seen at the wholesale steel market in the national capital today as prices of saria and other steels moved in a narrow range in scattered deals and settled around previous levels. 

 Traders said adequate stocks position against restricted buying activity mainly kept steel prices steady. 

 Following are today's quotations (in Rs per tonne): Saria Kamdhenu: 8-mm Rs 47,200, 10-mm Rs 46,700, 12-mm Rs 44,300, 16-25 mm Rs 45,000. 

 Amba Shakti (TMT): 8-mm Rs 45,700, 10-mm Rs 43,400, 12-mm, Rs 42,400, 16-25 mm Rs 42,500. 

 MS Angle: (50x5) (50x6) Rs 42,000, (40x5) (40x6) Rs 42,800. 

 Angle Capital (ISI) (40X5) (40x6) Rs 44,100, (35X5)(65X6) Rs 44,600. Girder (125X65) Rs 41,000. 
"
Tight movement in steel prices in thin trade,neutral,https://m.economictimes.com/markets/commodities/tight-movements-in-steel-prices-in-thin-trade/articleshow/49780662.cms,m.economictimes.com,Tight movements in steel prices in thin trade,"NEW DELHI: Steady conditions prevailed at the wholesale steel market today with prices moving in a narrow range in limited deals and settled around previous levels. 

 Traders said adequate stocks position against restricted buying kept prices unaltered. 

 
Following are today's quotations (in Rs per tonne): 

 Saria Kamdhenu: 8-mm Rs 35,500, 10-mm Rs 37,300, 12-mm Rs 36,700, 16-25 mm Rs 36,700. 

 MS Angle: (50x5) (50x6) Rs 42,000, (40x5) (40x6) Rs 42,800. 

 Angle Capital (ISI) (40X5) (40x6) Rs 44,100, (35X5)(65X6) Rs 44,600. Girder (125X65) Rs 41,000. 

 
"
Several small caps trading at eye-popping valuations,neutral,https://m.economictimes.com/markets/stocks/news/several-small-caps-trading-at-eye-popping-valuations/articleshow/45092472.cms,m.economictimes.com,Several small caps trading at eye-popping valuations,"MUMBAI: Late last week, when little-known Tilak Finance made it to the MSCI Small Cap index, it stunned many on Dalal Street. The company’s turnover for the year ended March 31, 2014 was Rs 6.42 crore, while its market capitalisation — value of outstanding shares — was Rs 3,861 crore on Friday. The company’s only asset is the 19.2 lakh shares, worth Rs 86 lakh, it owns in Esaar India (not Essar Group).
 
 The inclusion of Tilak Finance along with a couple of others into the MSCI index has put the spotlight on small-cap stocks — many of which are trading at eye-popping valuations. Market watchers said the abnormal values of these stocks suggest operators are active in many of them.
 
 According to an ET study, the market capitalisation-to-sales ratio of nearly 250 actively-traded small-cap stocks is between 50 and 500 times. M-cap-to-sales ratio — one of the several popular valuation matrices — evaluates a stock’s performance vis-à-vis the company’s actual performance. Broadly, a stock with a marketcap-to-sales ratio of less than one can be considered undervalued. But this ratio varies from sector to sector. For instance, the market cap-to-sales of the IT index is 4.2 times; 5 times for fast-moving consumer goods, 1.6 times for capital goods and 0.6 times for oil and gas.
 
 
  “Almost in all these stocks promoter holding is minimal, which makes it easy for the operators to manipulate their stock prices,” said Arun Kejriwal, founder and CEO of KRIS Research.
 
 After a long hiatus, activity in mid- and small-cap stocks revived in February, sparked by the election euphoria. The heightened activity in this category of shares in the last few months is the lengthiest since 2007. For instance, MC Fincorp (formerly Priti Mercantile) has surged over 331% since January 1. The company with a turnover of Rs 10 crore and net profit of Rs 1.28 crore as on March 31, 2014 is currently valued about Rs 5,000 crore in market cap, which is more than the value of more established companies such as Pfizer, IL&FS Transport, JK Lakshmi Cement or Sobha Developers. CCL International, with a net profit of just Rs 99 lakh, is trading at a market cap of Rs 4,906 crore. The stock found place in the recent revamp of MSCI Smallcap Index.
 
 Several companies like Goldline International, Sulabh Engineers & Services, Pine Animation, Surabhi Chemicals & Investments and Mangalam Industrial Finance, among others, with a sales of few crores and profits of a few lakhs traded with a market cap of over Rs 2,000 crore. Officials at larger brokerages said operators are luring retail investors to buy these stocks by sending text message alerts, Whatsapp messages and emails though it is not as rampant as it was in 2006 and 2007.
 
 While capital market regulator Sebi has strengthened its surveillance in recent years, market watchers believe more could be done in the small-cap space. “The stocks that are trading at unreasonable valuations without any reason warrant an investigation for the price manipulations,” said Shriram Subramanian, founder and MD, InGovern Research Services. 
"
Shoppers Stop elevates Salil Nair to CEO,neutral,https://retail.economictimes.indiatimes.com/news/apparel-fashion/apparel/shopper-stop-elevates-salil-nair-as-the-new-ceo/31051743,retail.economictimes.indiatimes.com,HOLAXD,HOLAXD
Neutral on Shiva Cement: Seshadri Bharathan,neutral,https://m.economictimes.com/markets/stocks/recos/neutral-on-shiva-cement-seshadri-bharathan/articleshow/6786562.cms,m.economictimes.com,Neutral on Shiva Cement: Seshadri Bharathan,"
  Seshadri Bharathan, MD & CEO, KSEMA Fincon Ltd, in a chat with ET Now talks about Shiva Cement. 
  
  
  Have you looked at Shiva Cement?
  
  There are always from time to time we hear about ACC trying to hike their stake in Shiva Cement but the bigger trigger today is more of bonus announcement of 1:1 for Shiva Cement.
 "
SGX's India office to woo fund raising corporations,neutral,https://m.economictimes.com/sgxs-india-office-to-woo-fund-raising-corporations/articleshow/35468501.cms,m.economictimes.com,SGX's India office to woo fund raising corporations,"SINGAPORE: Singapore Exchange (SGX) will set up a liaison office in India within a month to help Indian firms interested in listing and raising capital in Singapore. 

 ""Such capital raising is achieved via equity, Real Estate Investment Trust, Business Trust, Global Depository Receipts and debt listings on our Exchange,"" Ronald Tan, SGX Director for Marketing and Business Development, told today. 

 ""I think for us that (the approval and office) is huge commitment because we have been engaging India for last 10 years,"" he said. 

 The office location would be decided within a month, Tan added. 

 Indian issuers have already raised more than USD 60 billion via bonds listed on SGX, making them the third largest in the bourse's bond segment. 

 ""On equity listings, we currently have 5 listed securities of Indian origin listed on SGX. We have received strong interest for listing from India and we look forward to such aspirants raising capital on our Exchange to support their business growth,"" he said. 

 Some Indian global depository receipts, representing shares already quoted on the Indian stock exchange, were also listed on SGX. 

 The fund raisers include Tata Group and Flipkart, and listings include Ascendas India Trust since 2007, Indiabulls Properties Investment Trust and Religare Health Trust. 

 Tan expects more Indian business trust of list on SGX, especially trusts dealing in infrastructure. 

 ""We will focus on to provide funding required for infrastructure development in Asia, especially India,"" Tan said. 

 Tan described the Indian general elections results a positive development. 

 ""We're believers in Indian growth... we believe we can provide complementary capital fund solutions,"" he said. 

 In the meantime, SGX Senior Vice President and Head of Listings (India) Neena Prasad has been shuttling between New Delhi and Mumbai, leading the exchange's efforts in attracting listings from India to its international capital-raising platform. 

 Prasad was appointed to head the India business last November. 

 
"
Prasun Kumar Mukherjee quits Sesa Sterlite,neutral,https://m.economictimes.com/prasun-kumar-mukherjee-quits-sesa-sterlite/articleshow/32854326.cms,m.economictimes.com,Prasun Kumar Mukherjee quits Sesa Sterlite,"NEW DELHI: Sesa Sterlite's Executive Director (Iron Ore Business) Prasun Kumar Mukherjee has quit the company, making the first high profile exit from the Vedanta group since its restructuring in August last year. 

 Confirming the news, company officials said Sesa Sterlite Board is scheduled to meet tomorrow for accepting the resignation of Mukherjee, who was the go-to man of Vedanta chief Anil Agarwal in the times of distress. 

 The officials, requesting not to be identified, further said that Mukherjee, who is also a member of the Sesa Sterlite Board, will be demitting office on March 31. 

 Incidently, M S Mehta, CEO of Vedanta Resources Plc and Sesa Sterlite, both, will also be retiring on March 31, making two top level exits from Vedanta group on the same day. 

 Vedanta has already announced appointment of former Rio Tinto boss Tom Albanese as CEO of both the firms from April 1. 

 The sources said that till a successor of Mukherjee, 58, is found, Pramod Unde, currently Chief Operating Officer of the Iron Ore Business, would be heading the business. 

 Mukherjee could not be reached for comments. A company spokesperson did not take calls seeking comments on the matter. 

 Mukherjee is credited with making Sesa Goa India's top private sector iron ore miner by expanding company's operations many folds. Under him, the company saw its peak and possibly its worst period as well. At its peak in 2010-11, Sesa Goa had reported a turnover of Rs 10,152 crore and profit of Rs 4,222 crore. 

 However, imposition of mining bans, first in Karnataka and later in Goa, had a debilitating effect on the company, which is now known as Iron Ore Business of Sesa Sterlite and has led to company reporting a negative EBITDA of 148 crore in the April-December, 2013. 

 Industry sources said that Mukherjee wanted to demit office last year itself but was persuaded to continue as he was leading from the front during the mining ban. While operations in Karnataka has resumed, mining ban in Goa is expected to be lifted soon. 

 A mining industry veteran, Mukherjee has been with Sesa Goa (now Sesa Sterlite) since 1987 and was its Managing Director since April, 2006. He continued as MD of the Goa- based mining firm even after Vedanta group acquired it in 2007 from Japan's Mitsui & Co. 

 Last year in August, when Sesa Sterlite came into existence after merger of Sterlite Industries and some other Vedanta group firms into Sesa Goa, Mukherjee was appointed Executive Director (Iron Ore Business) of the company. 

 His contract with the company is valid till March, 2015. Future moves of Mukherjee are not yet known, though some company officials said that for the time being, he would not be joining any firm and pursue his interests in football and music. 
"
