Title,Decisions,links,source,title,body
See Nifty heading towards 5180-5150 levels: Ashwani Gujral,"{""Nifty"": ""neutral""}",https://m.economictimes.com/see-nifty-heading-towards-5180-5150-levels-ashwani-gujral/articleshow/16266207.cms,m.economictimes.com,See Nifty heading towards 5180-5150 levels: Ashwani Gujral,"In a chat with ET Now, Ashwani Gujral, Fund Manager, ashwanigujral. com, shares his views on markets.  

 
ET Now: What would be yourclosing thoughts for the day? 

 Ashwani Gujral: Well, some kind of momentum has picked up on the downside. Today was a right day to go short on this market and chances are that if we do get follow through, we should slowly head towards 5180-5150 levels and then may be 5100. Today we have closed at a very interesting point on the Bank Nifty because this trend line I keep talking about 4770 through 5050, today was tested around 5220. 

 So once 5220 gives up, then the entire rally we had from 4770 to about 5400, that ends and you start a downside move. It is often easierto move on the downside if global markets also participate. In case that starts,then it will be a bit easier to go down, but clearly metals, banks and most ofthese sectors at intermediate lows are likely to make fresh lows. 

 
ET Now: What is your call on the market? 

 Ashwani Gujral: While the Nifty has not given you that thrust that you need to get a decisive move in one direction. Bank Nifty has done that often, the parameter for that is about 1.5%, the Bank Nifty has done 1.5% downside. So, while Nifty is still kind of up and down, the Bank Nifty has given the clearer move so that is where the short trade can come into play. 

 We have cut long positions on the Nifty. So now you can easily keep a 10,050 type of a stop on Bank Nifty and play for some bigger downside to about 9550. So in that regard the short side you can play much better on the Bank Nifty, then on the Nifty itself. The breakdown level on Nifty was 5230, we went down 10 points below it. 

 Now we are couple of points above it, so that is not giving you that clear decisive move which can help you go short but clearly the upside bias on the Nifty is probably not there now. So on individual stocks JSPL is a sell with a stop of about 346, target of 325. JSW Steel is a sell with a stop of about 675, target of 630 and Zee Enterprise buy with a stop of about 165, target of 185. 
"
NHPC: Timely completion of projects crucial for company,"{""NHPC"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/nhpc-timely-completion-of-projects-crucial-for-company/articleshow/15598594.cms,m.economictimes.com,NHPC: Timely completion of projects crucial for company,"The tardy pace of capacity addition at India's biggest hydro-power company NHPC has dampened investor interest in the stock. The stock has fallen 50% since its listing in July 2009 and is now trading close to an all-time low.
 
 Many of its delayed projects, with aggregate capacity of close to 1372 MW, are likely to be commissioned in FY13 and FY14. Timely completion of these projects will be critical for the company to restore investor confidence.
 
 The company recently commissioned the 154 MW Chamera III plant, which was delayed by around two years. Many other projects of the company too are delayed, and two of its most profitable projects , the 800 MW Parbati II and 2000 MW Subansiri projects are behind schedule by over five years.
 
 The company expects to commission six of the delayed projects, with of a total capacity 1372 MW, in the next two years within a three-tosix months span. In FY13, the company expects to commission 1212 MW, or 24% of the current capacity of 5500 MW.
 
 Due to the high incidence of missing targets, most brokerages are highly skeptical about the company's ability to achieve the target. They are assuming only 40-60 % of project completion for their calculation of the company's future earnings estimates .
 
 According to them, the company's earnings are likely to grow only 2% in FY13. In the June quarter, NHPC's revenues fell 2.3% year-onyear to Rs 1,399 crore, while operating profit fell 10.4% to Rs 1,149 crore and net profit dipped 15.3% to Rs 670 crore.
 
 The rise in the company's debtors too is a concern. Its debtor position was Rs 2,100 crore at the end of the June quarter.
 
 Delhi, Uttar Pradesh, Orissa and Jharkhand account for two-thirds of the troubled debt. The company plans to recover this in installments with interest. Due to its lackluster performance in the past and slow execution, NHPC's stock is trading below its net worth or book value.
 
 
KEY POINTS
 
 The company recently commissioned the 154 MW Chamera III plant, which was delayed by around two years.
 
 The company expects to commission six projects, with of a total capacity 1372 MW, in two years. 
"
Network18 names Anuj Gandhi as Group distribution director,"{""Network18"": ""neutral""}",https://m.economictimes.com/network18-names-anuj-gandhi-as-group-distribution-director/articleshow/12280391.cms,m.economictimes.com,Network18 names Anuj Gandhi as Group distribution director,"MUMBAI: Media conglomerate Network18 said it has appointed Anuj Gandhi as Group director for distribution and new business development, with immediate effect. 

 Prior to joining Network18, Gandhi was associated with Den Networks and Set Discovery. 

 ""Broadcast digitisation and growth in new media will cause paradigm shifts in how media brands create value in future. 

 ""Our bouquet of channels straddling genres from news and entertainment to kids, music, factual entertainment across national and regional spaces is uniquely placed to make the most of this opportunity,"" Network18 Group Chief Executive Sai Kumar said while announcing Gandhi's appointment. 

 Network18, which has a joint venture with Viacom, operates 13 national and regional channels, including news and entertainment service 
"
T Nandakumar to be appointed NDDB Chairman,"{""NDDB"": ""neutral""}",https://retail.economictimes.indiatimes.com/news/food-entertainment/grocery/t-nandakumar-to-be-appointed-nddb-chairman/29255339,retail.economictimes.indiatimes.com,HOLAXD,HOLAXD
NCDEX mulls relaunch of Brent contract soon,"{""NCDEX"": ""neutral"", ""Brent"": ""neutral""}",https://economictimes.indiatimes.com/markets/commodities/ncdex-mulls-relaunch-of-brent-contract-soon/articleshow/7415251.cms,economictimes.indiatimes.com,NCDEX mulls relaunch of Brent contract soon,"
  MUMBAI: National Commodity & Derivatives Exchange (NCDEX) proposes to relaunch its illiquid Brent-benchmarked contract with some changes in the contract specifications. 
  
  At present, the bourse has a crude contract referenced to West Texas Intermediate contract that’s traded on New York Mercantile Exchange (Nymex). The Brent contract is traded on InterContinental Exchange (ICE), which holds a 2.96% stake in NCDEX. 
  
  “We have recently applied to Forward Markets Commission (FMC) for a change in contract specs,” said R Ramaseshan, MD & CEO of NCDEX. “We propose to increase the tick size from Rs 0.50 to Rs 1.” A phone call and a text message to BC Khatua, chairman of FMC, to get the regulator’s response remained unanswered. 
  
  The tick size — the minimum price a contract can move up or down — is 50 paise currently. By doubling the tick size, both profit and loss of a trader will be doubly magnified. For example, if the minimum size of a crude contract is 100 barrels, the value of a tick in a contract with a tick size of 50 paise is Rs 50. This would increase to Rs 100 if tick size is doubled to Rs 1. 
  
  It remains to be seen if a change in tick size will result in liquidity rising, a market watcher said. “NCDEX may have launched Brent with a lower tick size to attract volumes but considering the contract has been illiquid, it may have decided to standardise it by bringing the tick size on a par with that of the WTI benchmarked contract,” said Krishna Nathani, MD of indiabullion.com, a Chennai-based commodity research firm. 
  
  The mainly farm-led trading bourse has been focussing on crude oil whose volumes have gone up after Delhi brokerage Jaypee Capital was inducted as NCDEX’s anchor investor in October last year.
  
  Upon becoming a stakeholder in a commex, regulatory norms require an entity to surrender membership of that bourse. Earlier, Mr Khatua told ET that Jaypee Capital’s Gaurav Arora had informed the regulator that he had surrendered directorship of Jaypee Commodities, a broking member of NCDEX. 
  
  FMC data for the fortnight ended January 15 show the value of crude oil futures trading on NCDEX was Rs 27,549 crore against Rs 80,422 crore by MCX which is the market leader in metals and energy trading. MCX also offers a Brent contract but trading is illiquid on it compared with its WTI contract.
  
  Of late, the Brent contract at over $100 a barrel has traded at a $10 premium to WTI due to local issues in the US which has seen supplies from Canada and a build-up of storage at Cushing, Oklahoma, said an oil trader at a PSU oil refining company.
 "
"Exporters, traders flock to NCDEX's forwards segment","{""NCDEX"": ""neutral""}",https://m.economictimes.com/markets/commodities/exporters-traders-flock-to-ncdexs-forwards-segment/articleshow/50040743.cms,m.economictimes.com,"Exporters, traders flock to NCDEX's forwards segment","KOLKATA: The forwards segment on National Commodity and Derivatives Exchange (NCDEX) is showing increased participation from FPOs, (Farmer Producer Organisations) exporters, processors/manufacturers, traders and investors.
 
 In November 2015, 4,871 MT of commodities were traded and delivered on the forwards platform of the exchange. Since inception, this segment has registered a volume of 31,310 MT with traded value of Rs. 137.64 crore.
 
 Mr. Samir Shah, MD & CEO, NCDEX, said, “With exchange-traded forwards, NCDEX is extending the platform to the un-serviced segments of the agricultural value chain. Our mission is to bring national markets to the fingertips of farmers, mandi traders and buyers. This initiative is our attempt to bring real inclusiveness in the real economy”.
 
 The futures segment on NCDEX has been growing steadily. The ADTV (average daily trading volume) for November 2015 was Rs. 3,598.20 crore, an increase of 11 per cent y-o-y. The average open interest for the month stood at Rs. 7,455 crore, showing an increase of 8.23 per cent y-o-y. The agri futures segment saw a total volume of Rs. 73,237.73 crore.
 
 The top three traded commodities were castor seed (volume of Rs. 13,141.75 crore), soyabean (volume of Rs.10, 879.20 crore with 49.37 per cent y-o-y rise) and rapeseed mustard (Rs. 8,478.24 crore with 247.93 per cent y-o-y rise). The Exchange has seen delivery of 78,717 MT of commodities in this month.
 
"
NCDEX launches new membership category for forwards segment,"{""NCDEX"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ncdex-launches-new-membership-category-for-forwards-segment/articleshow/40063945.cms,m.economictimes.com,NCDEX launches new membership category for forwards segment," 	MUMBAI: Leading commodity exchange NCDEX today said it has introduced a new membership category called Commodity Participant Members (CPMs), for its soon to be launched forwards segment.  	""With exchange traded forwards, we are attempting to reach untapped segments and create value in the agricultural markets. With this new membership category, we will bring national markets to farmers, mandi traders and buyers,"" NCDEX Managing Director and CEO Samir Shah said, in a release.  	Individuals, businesses, co-operative societies and Farmer Producer Organisations (FPOs) among others, who wish to buy or sell commodities for their business requirements are eligible for this membership which would enable them to trade on the forwards segment, the NCDEX release said.  	The minimum networth requirement for a CPM is much lower at Rs 5 lakh and the minimum base capital has been waived off, the release said.  	A CPM would be required to pay a one-time admission fee of Rs 50,000 and an annual membership fee of Rs 10,000.  	Another concessionary membership called Krishi Bandhu would be given to government certified FPOs, who would be exempted from the minimum networth criteria and their admission fee would be waived, the release said.  	FPOs would have to pay only a lower annual membership fee of Rs 5,000. Membership for forwards segment trading would be extended to existing NCDEX and NCDEX Spot members, who may now expand their range of services to include forwards, the release said. "
"NCDEX spot turnover may reach Rs 7,000 crore","{""NCDEX"": ""neutral""}",https://m.economictimes.com/markets/commodities/ncdex-spots-turnover-may-reach-rs-7000-crore/articleshow/31000735.cms,m.economictimes.com,"NCDEX spot's turnover may reach Rs 7,000 crore","NEW DELHI: Commodity bourse NCDEX today said sales turnover on its electronic spot trading platform is likely to more than doubled to Rs 7,000 crore this fiscal, ending March 31.  	According to the bourse data, the turnover of its spot platform last fiscal, 2012-13, was at Rs 2,685.23 crore.  	""Spot markets are still shaken due to NSEL crisis, but we are confident that NCDEX spot exchange (NSPOT) sales turnover is likely to be more than doubled to Rs 7,000 crore by the end of this fiscal,"" NCDEX Managing Director and CEO Samir Shah told reporters here.  	He was speaking on the sidelines of a conference on 'New Age Agri-Marketing Solutions', organised by the small farmers' agribusiness consortium (SFAC), in association with NCDEX and industry body Ficci.  	Shah said the NCDEX futures will also launch small contracts of one tonne of guar seed and channa in early March as they already had got the approval of FMC for it.  	""These smaller future contracts of one tonne will be available alongwith with bigger future contracts of 10 tonnes,"" he said.  	Shah also shared that the bourse is looking at the options of launching contracts on aluminium, tin, lead, iron ore and coal in the coming days.  	Farmers body SFAC has also tied up with the NSPOT exchange to procure commodities on behalf of small farmers.  	""In last two months, SFAC has used the NSPOT platform to procure tur and groundnut. This association helps us in empowering the small farmer by locking him onto technology as well as to the markets,"" SFAC Managing Director Parvesh Sharma said.  	NSPOT is wholly owned subsidiary of NCDEX, and has presence in nine states. "
"MTS appoints heads of Karnataka, UP (West) circles","{""MTS"": ""neutral""}",https://m.economictimes.com/mts-appoints-heads-of-karnataka-up-west-circles/articleshow/38793481.cms,m.economictimes.com,"MTS appoints heads of Karnataka, UP (West) circles","NEW DELHI: The Indian unit of Russia’s JSFC on Monday appointed Umesh Durve and Siraj Abbasi as new heads of the Karnataka and UP (West) circles, respectively. 

 The two new appointments will further strengthen the circle leadership team at Sistema Shyam TeleServices Ltd. (SSTL), Chief Executive Dmitry Shukov said in a statement. 

 Prior to joining SSTL, which operates under the MTS brand in India, Durve was associated with Bharti Airtel as vice president of market operations, while Abbasi was formerly associated with Reliance Communications as circle business head for UP (East). 

 SSTL, with 10 million wireless subscribers, is among the only companies in India which uses CDMA spectrum for its telecom services across nine circles. 

 
"
D-Street shakeup may be triggered by MSCI rejig,"{""MSCI"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/d-street-shakeup-may-be-triggered-by-msci-rejig/articleshow/49775049.cms,m.economictimes.com,D-Street shakeup may be triggered by MSCI rejig,"Ashok Leyland, Cadila Healthcare, Maruti Suzuki India and Tata Motors DVR have been included in the MSCI India index after the November semi-annual review. DLF and Oil India have been dropped. With several passive funds investing in proportion to weightage in the index, Maruti Suzuki could see FII inflow of about $462 million, according to UBS estimates. Tata Motors DVR could see buying to the tune of $97 million. DVR refers to differential voting rights, or stock that doesn’t have the same voting rights as regular shares. Ashok Leyland and Cadila Healthcare may see purchases of $95 million and $75 million, respectively, when the changes take effect on December 1. Oil India and DLF could see an exit of about $45 million and $25 million, respectively. About 24 companies, including Allcargo, CCL, Dishman Pharma, Escorts, Exide Industries and Force Motors, have been included in the MSCI India Smallcap index. Those dropped were Aban Offshore, Amtek, Catex and Shree Renuka.
 

"
MRPL records Rs 406 crore net profit,"{""MRPL"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/mrpl-records-rs-406-crore-net-profit/articleshow/48413812.cms,m.economictimes.com,MRPL records Rs 406 crore net profit,"MANGALURU: MRPL has posted a net profit of Rs 406 crore in the first quarter of 2015-16 as against a loss of Rs 36 crore during the corresponding previous quarter. 

 The increased profit is on account of increased margins in the products coming out of the secondary units in Phase III units, Mangalore Refinery and Petrochemicals Ltd (MRPL) Chairman DK Saraff told reporters here. 

 The profit also increased on account of increase in the gap between the prices of crude oil and those of refined products during the first quarter 2015-16 as compared to the corresponding previous quarter, Saraff said. 

 The Company's refining throughput was 3.89 MMT as against 3.20 MMT in the corresponding quarter of previous year, Saraff said. 

 The GRM for the quarter was posted at $6.62/bbl as against $0.66 /bbl during the corresponding quarter, he added. 

 Saraff said the company has successfully started commercial production of polypropylene from its 440 KTPA (Kilo-Tonnes Per Annum) Polypropylene Unit (PPU) on June 18, 2015. 

 ""With this, MRPL's Phase-III of refining expansion is fully completed,"" he said. 

 Saraff said the company has initiated downward integration by amalgamation of ONGC Mangalore Petrochemicals Limited (OMPL) with MRPL. 

 ""OMPL has recently commissioned a state-of-the-art Aromatic Complex with 914 KTPA capacity of Para-Xylene and 283 KPTA capacity of benzene adjacent to the refinery,"" he said. 

 The company could evacuate higher volumes of products in domestic market thereby reducing the exports, Saraff said. 

 The percentage of domestic volume during Q1 of FY 2015-16 stood at 70 per cent as against 60 per cent in the first quarter of 2014-15, Saraff said, adding, ""Typically net price realised in domestic market is more than that in export."" 
"
"For Mphasis, watch for 345-350 level: Ashwani Gujral","{""Mphasis"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/for-mphasis-watch-for-345-350-level-ashwani-gujral/articleshow/10989539.cms,m.economictimes.com,"For Mphasis, watch for 345-350 level: Ashwani Gujral"," Ashwani Gujral, Chief Market Strategist, ashwanigujral.com in an interview with ET Now talks about Mphasis.  What is the call on Mphasis?  It seems that there is some bit of a rally developing in midcap IT. Mphasis each time it goes down to about 280 finds lot of support. Once it can get past levels of 345-350, more rallies should come here but so far it is a bit ranging between 300 and 345-350. 
"
Moser Baer postpones bondholders meet on debt restructuring,"{""Moser Baer"": ""neutral""}",https://m.economictimes.com/markets/bonds/moser-baer-postpones-bondholders-meet-on-debt-restructuring/articleshow/19446533.cms,m.economictimes.com,Moser Baer postpones bondholders meet on debt restructuring,"NEW DELHI: CD maker Moser Baer India (MBIL) on Monday said it has postponed the April 16 bondholders meeting where it would have sought their consent to extend the maturity date of outstanding bonds worth $ 88.5 million (about Rs 483 crore). 

 The company, however, has not specified any fresh date for the meeting. 

 In a filing to the BSE, MBIL said it ""has informed the bondholders that the memoranda has not been circulated and the bondholders meeting, which was proposed to be held on April 16, 2013 is abandoned in order to provide the company with more time to complete the legal documentation and obtain regulatory approvals."" 

 Regulatory approvals include the Reserve Bank of India (RBI) approval for restructuring proposal, it added. 

 ""The company expects to issue new notices of meetings to the bondholders shortly,"" the filing said. 

 In February, Moser Baer said in a filing ""...the company proposes to solicit the consent of the bondholders to extend the maturity date of the outstanding bonds to a date on or before April 30, 2013 and waive all existing events of default and potential events of default that may have arisen under the terms and conditions of the Outstanding Bonds and trust deed."" 

 The filing further added ""the restructuring proposal also provides the Bondholders an option to substitute their outstanding bonds with a new foreign currency convertible bond or a new foreign currency loan."" 

 Moser Baer had issued foreign currency convertible bonds in two tranches of $ 75 million each due last year. The aggregate principal amount outstanding under the outstanding bonds is $ 88.5 million. 
"
"Centre, states gear up for MOIL offer","{""MOIL"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/centre-states-gear-up-for-moil-offer/articleshow/6772781.cms,m.economictimes.com,"Centre, states gear up for MOIL offer","
  KOLKATA/MUMBAI: MOIL (formerly Manganese Ore India) will be the first company in recent years, in which the central government and two state governments will be jointly divesting part of their total holdings. 
  
  
  In MOIL public offering, which is scheduled to be floated a few weeks after the close of the Coal India IPO, while the central government will offload a 10% stake, the governments of Maharashtra and Madhya Pradesh will each sell 5%, Sumit Bose, divestment secretary, ministry of finance, told TOI. 
  
  
  He is confidant of achieving Rs 40,000 crore disinvestment target for this fiscal, the highest figure so far since the start of the divestment programme.
  
  
  As of now, the central government holds a little over 80% in MOIL, which is one of the leading Manganese ore producers in the world, while Maharashtra has about 10% and MP about 9% in the company. The governments are proposing to sell 3.36 crore shares of the company in the IPO. The pricing will be announced closer to the opening of the offer. 
  
  
  On Monday, CARE ratings gave the highest IPO grading of 5 to MOIL IPO. The company is the largest producer of Manganese ore in India, accounting for about 50% of the country’s total production in FY 2007-08 . In the last financial year, MOIL had reported a net profit of Rs 457 crore on a net sales of Rs 969.4 crore.
  
  
  The divestment in the Manganese ore producer is part of the government's plan to raise funds by divesting in a host of PSUs. During the current year, it would also sell stakes in Power Grid Corp (PGCIL), Hindustan Copper (HCL), IOC, SAIL and ONGC through followon offerings. 
  
  
  In some of these companies, other than government divestments, the companies will also issue fresh shares to raise funds for own use. According to sources, for a smooth sailing of the IPO and FPOs, there will be no overlapping.
 "
Mini Indian Rupee futures launched in Dubai,"{""Mini Indian Rupee futures"": ""neutral""}",https://economictimes.indiatimes.com/markets/forex/mini-indian-rupee-futures-launched-in-dubai/articleshow/19693019.cms,economictimes.indiatimes.com,Mini Indian Rupee futures launched in Dubai,"DUBAI: In a bid to further expand the reach of its Indian Rupee product offering, the Dubai Gold and Commodities Exchange (DGCX) has launched a Mini Indian Rupee Futures Contract (DINRM), it has been announced. 

 ""The Mini Indian Rupee futures contract has been designed to meet increasing demand from market participants for a smaller product that allows them to execute trading strategies without making high capital investments. 

 ""Developed after close consultations with our Members and market participants, we believe the contract will particularly benefit SMEs, retail players and traders who import into and export from India, as well as others who remit funds to India regularly,"" said Gary Anderson, CEO of DGCX. 

 The first of its kind to be introduced in the region and outside of India, the mini contract is one-tenth the size of the existing DGCX Indian Rupee futures contract. 

 The smaller size of the contract will support retail remitters, individual investors and small and medium-sized businesses (SMEs) in cost-effectively managing currency risk exposure to the Indian Rupee, a statement released here said. 

 The innovative new contract is priced at Rs 200,000 per lot compared to two million rupees per lot for the existing regular DGCX Indian Rupee contract. 
"
"Mercedes India appoints new heads for sales, marketing","{""Mercedes India"": ""neutral""}",https://m.economictimes.com/mercedes-india-appoints-new-heads-for-sales-marketing/articleshow/19560162.cms,m.economictimes.com,"Mercedes India appoints new heads for sales, marketing","NEW DELHI: Luxury car maker Mercedes Benz India today said it has appointed Boris Fitz and Santosh Iyer as heads of its sales and marketing divisions, respectively, effective from next month. 

 ""Mercedes-Benz India today announced that Boris Fitz (aged 41 years) will take over as head of sales for the company,"" the firm said in a statement. 

 ""Santosh Iyer (aged 36 years) is designated as the head of marketing at Mercedes-Benz India,"" it added. 

 The company said the appointments will be effective from May 1, 2013. 

 The appointments have come in the wake of Mercedes Benz India's Marketing & Sales Director Debashis Mitra resigning from the company last month. 

 The announcement of Mitra's resignation came nearly after three months of Eberhard H Kern joining Mercedes Benz India as the new Managing Director and CEO. 

 Mercedes Benz India had earlier said it aims to recapture the No. one position in luxury car market by 2015-16 by bringing in new suitable products. 
"
MEP Infrastructure's Rs 324 crore IPO opens tomorrow,"{""MEP Infrastructure"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/mep-infrastructures-rs-324-crore-ipo-opens-tomorrow/articleshow/46988846.cms,m.economictimes.com,MEP Infrastructure's Rs 324 crore IPO opens tomorrow,"MUMBAI: Mumbai-headquartered toll operations company MEP Infrastructure Developers will offer 5.14 crore shares in its initial public offer in the price band of Rs 63-65 a share in an issue that open Tuesday.
 
 The issue closes on Thursday. The company aims to raise Rs 324 crore through the issue of shares of face value Rs 10 each. The proceeds of the issue would primarily be used to pare loans of subsidiaries and for general corporate purposes.
 
 MEP is in the business of toll operations and in road operations and maintenance. The company also has one road project on Build-Operate-Transfer basis.
 
 Shares of the company would be listed on the Bombay Stock Exchange and the National Stock Exchange.
 
 IDFC Securities, Inga Capital Private and IDBI Capital Market Services are the book running lead managers to the issue, and Link Intime India Private is the registrar to the issue. 
"
"July 1, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral"", ""Rupee"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/july-1-2014-mecklai-financial-report-on-rupee/articleshow/37574895.cms,m.economictimes.com,"July 1, 2014: Mecklai Financial report on Rupee","DXY Index
 
 Currency Trend Exp. Range Support Spot Support Weekly Fortnightly S3 S2 S1 R1 R2 R3 DXY Index Down Down 78.93-80.30 78.93 79.2 79.5 79.82 80 80.15 80.3 
 
 
 
  Greenback traded lower against basket of major currencies on Monday as it marked a low of 79.75 and closed near the day?s low at 79.82 down by 0.32% despite of good pending home sales numbers. 
  U.S. pending home sales rose to an eight-month high in May which jumped to 6% on a month-over-month basis in May, rising to the highest level since last September. It was the largest increase since August 2010 which is a sign that the residential-real estate market is rebounding after a slow start to the year. 
  However, the Chicago purchasing managers index declined to 62.6 this month from 65.5 in May, compared to expectations for a reading of 63.0. 
  Last month dollar made a high of 81.02 and slipped till 79.75 a low not seen since May 9 ending down by 0.7% in June 2014 even though the economic data last month came on strong footing which is making the market participants jittery. 
  China?s HSBC purchasing managers' index (PMI) for June rose to 50.7 from May's 49.4, surging past the 50-point level that separates growth in activity from contraction for the first time since December reinforcing signs of stabilization in the economy. 
  US equity benchmark Dow Jones ended tad lower at 16,826.80 down by 0.15% along with S&P500 which ended down by 0.04% at 1960.23 but Nasdaq ended in a positive terrain at 0.23% ending at 4408.18. 
  The market participants will now closely watch the outcome of the economic data which is set to release today includes ISM manufacturing PMI, Final Manufacturing PMI, Construction spending, ISM manufacturing prices, IBD/TIPP Economic Optimism and Treasury Sec Lew Speaks today for further movement in the index. 
  DXY: Greenback is underperforming against its majors as yesterday it breached it crucial support of 79.80 marking a low of 79.75 and closed near 79.80 levels. From past one week we had mentioned that DXY can test the level of 79.80 once it broke the level of 80.20. The index yesterday moved till 61.8% retracement of the previous up move 78.90-81.02 and has also broken its previous support area which indicates that the index will continue to underperform. The support will now come to 79.20 which is 78.6% retracement of the previous up move and resistance will be the psychological level of 80.00. 
 
 
USDINR
 
 Currency Trend Exp. Range Support Spot Support Weekly Fortnightly S3 S2 S1 R1 R2 R3 USDINR Neutral Neutral 59.75-60.42 59.75 59.82 59.95 60.05 60.17 60.25 60.35 
 
 
 
  The local unit opened gap down at Rs 60.13/ 14 under pressure primarily on suspected Central bank intervention as well as poor data on India?s fiscal deficit, and infrastructure output. It is expected that the rupee will be range between Rs 60.00 ? 60.40 levels, with RBI looking to protect Rs. 60 level. 
  The dollar continues to be beaten down with the DXY slipping below 80.00 to trade at 79.82. Though data on US pending home sales came in at 6.1%, an eight month high, statements made by Fed president John Williams that the Fed will likely keep interest rates near zero for another year, kept dollar weak. 
  Meanwhile gold hit a three month high at $1332 on increase in geopolitical tensions as Ukraine President called for a renewed offensive against the rebels on the eve of an uneasy ceasefire. In Iraq, a Caliph was declared the leader of territories in Iraq and Syria captured by insurgents, as fighting continued in the north. However oil prices eased to $105.63, with a strong market perception that facilities in the south will remain unaffected by the conflict. 
  In domestic news, India?s fiscal deficit for April- May 2014 came in at Rs 240,000 crore against last year?s number of Rs 180,000 crore. India?s core sector output, which is 38% of the IIP number, came in lower at 2.3% against 4.2% month on month and 5.9% year on year. India?s external debt was also up $ 31.2 billion on the year, on higher deposits by NRI?s. 
  In early trade, BSE Index has risen over 180 points and Nifty is quoting near 7635. Chinese PMI has come in 50.7, mostly in line with expectations, aiding a metals rally, with higher copper and gold prices. Asian markets remain mixed with Nikeii up and Hang Seng and Shangai Composite down marginally. 
  Technically speaking, USDINR seems to hold the level of 60.00 and it will continue to trade in a range of 60.00-60.40 levels. Today it opened at 60.11 finding the support near 60.00 levels and can head back to test 60.30-60.40 levels for today. As far as this range is intact expect this pair to move in a sideways direction. RSI has lost momentum and it is quoting near the overbought zone and MACD is still exhibiting positive signs. 
 
 
EURUSD
 
 Currency Trend Exp. Range Support Spot Support Weekly Fortnightly S3 S2 S1 R1 R2 R3 EURUSD Up Up 1.3610-1.3750 1.361 1.3632 1.3654 1.368 1.37 1.3726 1.375 
 
 
 
  The single currency yesterday showed good strength by crossing its previous pivot high of 1.3676 and ended at 1.3693 up by 0.33% against US dollar amid release of mixed data in US which dragged dollar below 80 levels. 
  In the Euro-zone, data showed that, preliminary reading of the year-on-year consumer inflation rate remained unchanged at previous month?s level of 0.5%, remaining below the central bank?s inflation target for the ninth consecutive month in June which had no impact on euro and it continued to outperform. 
  ECB reported that loans to Euro-zone?s private sector fell by 2.0%, while M3 supply in the common currency bloc raised more-than-expected 1.0% y/y in May. Meanwhile, data from Germany revealed that retail sales in the nation unexpectedly fell 0.6% m/m in May, following a revised 1.5% drop in April. 
  European Bourses were mixed yesterday as CAC 40 was down by 0.32% at 4422.84 and DAX was up by 0.18% at 9833.07. Today the indices opened on a positive footing and it is up by 0.38% and 0.25% respectively. 
  Later today, Spanish and Italian manufacturing PMI is set to release along with German Unemployment change with Euro zone?s final manufacturing and Italian monthly unemployment change, Euro unemployment rate which will be crucial for Euro. 
 
EUR/USD
: The single currency yesterday moved above its previous pivot high and closed near day?s high at 1.3693. It crossed its previous high decisively indicating strength and can further move up and test the levels of 1.3750 which is 50% retracement of the previous down move 1.39935-1.35000 levels. The support for this pair will be at 1.3632.
"
